iter	RMSE
150	0.2989716228
151	0.2987736956
152	0.2986205681
153	0.2984438136
154	0.2983124827
155	0.2981299381
156	0.2980142377
157	0.2977253866
158	0.2975052801
159	0.2972998379
160	0.2971013031
161	0.2968810856
162	0.2967571346
163	0.2965359893
164	0.2963638639
165	0.2961877088
166	0.296024096
167	0.2958787231
168	0.2957069626
169	0.2954112711
170	0.295233348
171	0.2950307347
172	0.2948350292
173	0.2946135739
174	0.2944335687
175	0.2942616764
176	0.2940758329
177	0.2939297781
178	0.2937707725
179	0.2935925672
180	0.2934131176
181	0.2932628071
182	0.2930798689
183	0.292939653
184	0.2927891872
185	0.2925731269
186	0.2924300335
187	0.2922415325
188	0.2920322573
189	0.2918432003
190	0.2917059758
191	0.2915675279
192	0.2913887531
193	0.2911801225
194	0.2909783082
195	0.2908237872
196	0.2906866021
197	0.290541817
198	0.2903957586
199	0.2902285714
200	0.2900741254
201	0.2899380242
202	0.2898264073
203	0.2895485421
204	0.289347614
205	0.2892069544
206	0.2890282571
207	0.2888785004
208	0.2887824467
209	0.2886438462
210	0.2884578843
211	0.2883417373
212	0.2881723899
213	0.2879922177
214	0.2878208867
215	0.2876816231
216	0.2875672381
217	0.2873577397
218	0.2872288125
219	0.2870922989
220	0.2869374196
221	0.2867598405
222	0.2866023075
223	0.2864570492
224	0.2862978058
225	0.2861427424
226	0.2859890402
227	0.2858861625
228	0.2857710268
229	0.2856779272
230	0.285504021
231	0.2852724327
232	0.2851191741
233	0.2849875915
234	0.2847799695
235	0.2845879628
236	0.2844491285
237	0.2842915525
238	0.2841730003
239	0.2840307201
240	0.283893
241	0.2837635938
242	0.2836323788
243	0.283529102
244	0.2834030805
245	0.2832448204
246	0.2831288551
247	0.2829751258
248	0.2828434544
249	0.2827342955
250	0.282609247
251	0.2824491466
252	0.2822363022
253	0.282121942
254	0.2820132177
255	0.2818862426
256	0.2817567206
257	0.281658468
258	0.2814660511
259	0.2812882297
260	0.2810821675
261	0.2809691676
262	0.2808598103
263	0.2807753737
264	0.2806249362
265	0.2805199742
266	0.2803878399
267	0.280290793
268	0.2801578635
269	0.2800138033
270	0.2799340767
271	0.2798212395
272	0.279678649
273	0.2795721467
274	0.2794766502
275	0.2793427375
276	0.2791878654
277	0.2790898337
278	0.2789598459
279	0.2788313181
280	0.2787192478
281	0.2785606498
282	0.2784577078
283	0.2783777139
284	0.2782287176
285	0.278107634
286	0.2779646118
287	0.2778580977
288	0.2777496721
289	0.2776335836
290	0.2774588253
291	0.2773767891
292	0.2772261591
293	0.2771371662
294	0.277065804
295	0.2769541887
296	0.2767937236
297	0.2766076042
298	0.2764664435
299	0.2763185779
300	0.276183883
301	0.2760929739
302	0.2759888834
303	0.2758890791
304	0.2757669367
305	0.2756712662
306	0.2755888574
307	0.275487044
308	0.2753828129
309	0.2752441276
310	0.2751209994
311	0.2749811312
312	0.2748522555
313	0.2747824695
314	0.2746978503
315	0.2746208226
316	0.2745012434
317	0.2744086709
318	0.2743250683
319	0.2742554556
320	0.2741653378
321	0.2740540037
322	0.273942205
323	0.2738667137
324	0.2737594938
325	0.2737225968
326	0.2736464702
327	0.2735174345
328	0.2734230473
329	0.2732594349
330	0.2731379513
331	0.2730354267
332	0.2729452609
333	0.2728558419
334	0.2727155537
335	0.2726462551
336	0.2725581907
337	0.2724693833
338	0.2723931065
339	0.2722626896
340	0.2721484929
341	0.2720487515
342	0.2719092427
343	0.2717840899
344	0.2716465551
345	0.2715770923
346	0.2714882612
347	0.2713687584
348	0.2712822445
349	0.2711930125
350	0.2711350819
351	0.2710444602
352	0.2709669576
353	0.2708762751
354	0.2707579805
355	0.270685933
356	0.2705736869
357	0.2705390956
358	0.2704262744
359	0.2703302993
360	0.2702273996
361	0.2701230464
362	0.270021375
363	0.2699463146
364	0.2698880525
365	0.2697828177
366	0.2696661703
367	0.2695690735
368	0.2694903894
369	0.2694152406
370	0.2693538453
371	0.2692944486
372	0.2692133532
373	0.2691557924
374	0.2690495797
375	0.2689840371
376	0.2688940742
377	0.2688313747
378	0.2686959718
379	0.2685910477
380	0.2684749239
381	0.2683622878
382	0.2682031057
383	0.2681009493
384	0.2679493613
385	0.2678969407
386	0.2678206478
387	0.2676715366
388	0.267599141
389	0.2675383183
390	0.2674522107
391	0.2673769294
392	0.2673081229
393	0.2672308574
394	0.2671583539
395	0.2670500256
396	0.2669764984
397	0.2668950904
398	0.2668008747
399	0.2667269705
400	0.2666320002
401	0.2665710231
402	0.2664745961
403	0.2663920578
404	0.2662676939
405	0.2661871263
406	0.2661087291
407	0.2660530817
408	0.2659450743
409	0.2658840022
410	0.2657773139
411	0.2656680081
412	0.2655722981
413	0.2655032829
414	0.2654324018
415	0.2653307361
416	0.265224904
417	0.2651437492
418	0.2651084869
419	0.265040146
420	0.2650009175
421	0.2649032417
422	0.2648187746
423	0.2647482307
424	0.264645763
425	0.2645464938
426	0.26447651
427	0.2644106526
428	0.2643525658
429	0.264263637
430	0.2641845113
431	0.2641096835
432	0.2640487903
433	0.2639732511
434	0.2639216006
435	0.2638777693
436	0.2638468131
437	0.2637171884
438	0.2636608503
439	0.2635688913
440	0.2634808763
441	0.2634048907
442	0.2632913862
443	0.263225873
444	0.2631059931
445	0.2630463781
446	0.2629880911
447	0.2629163813
448	0.2628494754
449	0.2627723208
450	0.2627011852
451	0.2626436725
452	0.2625412136
453	0.2624747757
454	0.2624456034
455	0.2623642057
456	0.262289372
457	0.2622197555
458	0.2621270749
459	0.2620468399
460	0.2619779805
461	0.2619229257
462	0.261865222
463	0.2617391472
464	0.2616436294
465	0.2615553712
466	0.2614893985
467	0.261397542
468	0.261312237
469	0.2612026491
470	0.2611615012
471	0.2611086663
472	0.2610475545
473	0.2609852118
474	0.2609334617
475	0.2608726357
476	0.2608014092
477	0.260756126
478	0.2607032367
479	0.2606128381
480	0.2605266291
481	0.2604375517
482	0.2603587137
483	0.2603047927
484	0.2602543653
485	0.2601659361
486	0.2600534577
487	0.2599825728
488	0.2599357432
489	0.2598803461
490	0.2598214083
491	0.2597524782
492	0.2596894751
493	0.2596460872
494	0.2596122362
495	0.2595568796
496	0.2594827779
497	0.2594565296
498	0.2593646009
499	0.2592871643
500	0.2592184072
501	0.259164684
502	0.2590868987
503	0.2589739478
504	0.2588841647
505	0.2588215261
506	0.2587815347
507	0.2587114515
508	0.2586559384
509	0.2585747462
510	0.2585259538
511	0.2584532636
512	0.2583694741
513	0.2583239898
514	0.2582157615
515	0.2581287223
516	0.2580543647
517	0.2579802472
518	0.2579415582
519	0.2578712372
520	0.2577928472
521	0.2577634492
522	0.2577094866
523	0.2576169271
524	0.2575554774
525	0.2574898827
526	0.2573771564
527	0.2573247524
528	0.2572727209
529	0.2572102613
530	0.2571543621
531	0.2571155253
532	0.2570393416
533	0.256961192
534	0.2568617112
535	0.2568147679
536	0.2567835808
537	0.2566964877
538	0.2566212523
539	0.25654972
540	0.2564874112
541	0.2564399934
542	0.2563632941
543	0.2562623525
544	0.256178023
545	0.256099384
546	0.2560347631
547	0.2559987483
548	0.2559210614
549	0.2558589478
550	0.2557595592
551	0.2556892439
552	0.2556126867
553	0.2555428853
554	0.2554493162
555	0.255369346
556	0.25529645
557	0.2552599024
558	0.2552039323
559	0.2551384758
560	0.2550868556
561	0.2549995308
562	0.2549407249
563	0.2549005065
564	0.2548291352
565	0.2547961596
566	0.2547080078
567	0.2546342594
568	0.2545828882
569	0.2545526939
570	0.2544954654
571	0.254441408
572	0.2544017647
573	0.2543396506
574	0.2542850623
575	0.254210519
576	0.2541544831
577	0.2540946875
578	0.254038537
579	0.2539642086
580	0.2539200263
581	0.2538619481
582	0.2538030451
583	0.2537230582
584	0.2536951685
585	0.2536353876
586	0.2535726896
587	0.2535121522
588	0.2534574645
589	0.2533989775
590	0.2533624341
591	0.2533190922
592	0.2532690531
593	0.2531835398
594	0.2531220045
595	0.2530761767
596	0.25300238
597	0.2529430857
598	0.2528775832
599	0.2528289416
600	0.2527848912
601	0.2526968681
602	0.2526342398
603	0.2525723956
604	0.2524867435
605	0.2524183051
606	0.252369897
607	0.2523163565
608	0.2522950352
609	0.252245894
610	0.2521800244
611	0.2521337842
612	0.2520577091
613	0.2520129797
614	0.2519715333
615	0.251929208
616	0.2518424322
617	0.2517907576
618	0.2517184109
619	0.2516564035
620	0.2516096276
621	0.2515594277
622	0.2514593331
623	0.2514204212
624	0.2513650228
625	0.251347266
626	0.2513098917
627	0.2512633382
628	0.2511965459
629	0.2511338802
630	0.2510682711
631	0.2510173029
632	0.2509676288
633	0.2509189329
634	0.2508889817
635	0.2508563
636	0.2508125121
637	0.2507369644
638	0.2506745855
639	0.2506381632
640	0.2505749875
641	0.2505026376
642	0.2504457875
643	0.2503962286
644	0.2503296378
645	0.2502535526
646	0.2502154336
647	0.2501533631
648	0.2500791681
649	0.2500615898
650	0.2500060836
651	0.24993935
652	0.2498839245
653	0.2498118052
654	0.2497547419
655	0.2496637144
656	0.2496458702
657	0.2496025957
658	0.2495544451
659	0.2494988637
660	0.2494398898
661	0.2494077405
662	0.2493621021
663	0.2493092122
664	0.24927204
665	0.2492292471
666	0.2491786678
667	0.2491373977
668	0.2490728045
669	0.2490062509
670	0.2489534748
671	0.2489109263
672	0.248820482
673	0.2487740146
674	0.248729844
675	0.2486729003
676	0.2486210023
677	0.2485722284
678	0.2485103224
679	0.2484846336
680	0.2484555556
681	0.2484283833
682	0.248387229
683	0.2483416526
684	0.2482865879
685	0.248272856
686	0.2482190672
687	0.2481690091
688	0.2481468568
689	0.2480876665
690	0.2480198623
691	0.2479520758
692	0.2478800113
693	0.2478476315
694	0.2477983691
695	0.2477160339
696	0.2476599347
697	0.2476254285
698	0.2475728565
699	0.2475246577
700	0.2474729438
701	0.2474245341
702	0.247349854
703	0.2473082358
704	0.2472647621
705	0.2471979342
706	0.2471423458
707	0.2471021461
708	0.2470592154
709	0.2469949619
710	0.2469378963
711	0.2469048735
712	0.2468476615
713	0.2467628225
714	0.2466761386
715	0.2466375134
716	0.2465687545
717	0.2465138612
718	0.2464629148
719	0.2464303125
720	0.2463927069
721	0.2463306524
722	0.2462823046
723	0.2462573907
724	0.2462169483
725	0.2461519868
726	0.2461137998
727	0.2460506388
728	0.2460333892
729	0.2459787178
730	0.2459542522
731	0.2458914844
732	0.2458295352
733	0.2457818135
734	0.2457083971
735	0.2456654372
736	0.2456383806
737	0.2456112203
738	0.2455802042
739	0.2455051029
740	0.2454514481
741	0.2454068598
742	0.2453616716
743	0.2453249159
744	0.245283142
745	0.2452525407
746	0.2452146994
747	0.2451823946
748	0.2451633973
749	0.2450965789
750	0.2450596587
751	0.2450101981
752	0.2449635795
753	0.2449042548
754	0.2448285704
755	0.2447926333
756	0.2447397234
757	0.2446597598
758	0.2446148955
759	0.2445963533
760	0.2445291981
761	0.2444829934
762	0.2444428879
763	0.2443694072
764	0.2443059564
765	0.2442516654
766	0.2442103316
767	0.2441525753
768	0.2440969905
769	0.2440537437
770	0.2440120883
771	0.2439438347
772	0.2439121476
773	0.2438568913
774	0.2438141125
775	0.2437857763
776	0.2437708371
777	0.2437213856
778	0.2436794611
779	0.243648828
780	0.2435924772
781	0.243552495
782	0.2435124838
783	0.2434585058
784	0.2433939999
785	0.2433622256
786	0.2433235921
787	0.243260114
788	0.2432028986
789	0.2431788028
790	0.2431393934
791	0.2430900324
792	0.2430748076
793	0.2430387939
794	0.2429953754
795	0.2429593712
796	0.2429182627
797	0.2428807688
798	0.2428522474
799	0.2428202695
800	0.2427910819
801	0.2427387493
802	0.2426745339
803	0.2426143604
804	0.2425761204
805	0.2425401368
806	0.2425032813
807	0.2424490414
808	0.2424146029
809	0.2423665142
810	0.2423383
811	0.2423025321
812	0.2422662217
813	0.2422371164
814	0.2421796554
815	0.2421335107
816	0.2420900249
817	0.2420383792
818	0.2419843584
819	0.2419475942
820	0.2419338509
821	0.2419127931
822	0.2418398281
823	0.2418088101
824	0.241757587
825	0.2417136965
826	0.2416414419
827	0.2415962386
828	0.2415657408
829	0.2415326862
830	0.2414975415
831	0.2414534658
832	0.2413858247
833	0.2413314144
834	0.2412823878
835	0.2412369085
836	0.2411711176
837	0.2411273993
838	0.241096547
839	0.2410664494
840	0.2410507643
841	0.2409961982
842	0.2409515312
843	0.2408974474
844	0.2408728786
845	0.2408319027
846	0.2407898189
847	0.2407613734
848	0.2407454901
849	0.2407293415
850	0.2406762288
851	0.2406557555
852	0.2406343431
853	0.2405825593
854	0.2405408657
855	0.240499301
856	0.2404448496
857	0.2404051047
858	0.2403413347
859	0.2403140214
860	0.2402744685
861	0.2402333187
862	0.2402026759
863	0.2401737344
864	0.2401437771
865	0.24008563
866	0.2400498729
867	0.2400084596
868	0.2399698166
869	0.2399464357
870	0.2399076552
871	0.2398710289
872	0.2398249035
873	0.2397709939
874	0.2397536971
875	0.2397026867
876	0.2396792217
877	0.2396360249
878	0.2395927097
879	0.2395558384
880	0.2395220045
881	0.2394922837
882	0.239476575
883	0.2394437706
884	0.2394282533
885	0.2393874373
886	0.2393487081
887	0.2393006426
888	0.239263009
889	0.2392104437
890	0.2391895707
891	0.2391657616
892	0.2391257075
893	0.2391061003
894	0.2390751601
895	0.2390546702
896	0.2390218305
897	0.2389745214
898	0.238931245
899	0.2388887643
900	0.2388414355
901	0.2387810268
902	0.2387129159
903	0.2386422539
904	0.2386137028
905	0.2385754612
906	0.2384812231
907	0.2384543955
908	0.2384357641
909	0.2384128542
910	0.2383608658
911	0.2383334576
912	0.2383015953
913	0.2382699539
914	0.2382264096
915	0.2381832742
916	0.238167363
917	0.2381514087
918	0.2381048381
919	0.2380969729
920	0.2380662079
921	0.2380355194
922	0.2380120189
923	0.2379587281
924	0.2379375178
925	0.2379059713
926	0.2378797213
927	0.2378594074
928	0.2378234942
929	0.2377930926
930	0.2377456668
931	0.2377063653
932	0.2376307454
933	0.237606737
934	0.2375840893
935	0.2375569147
936	0.2375296299
937	0.2375013552
938	0.237457223
939	0.2374297072
940	0.2373724643
941	0.2373435043
942	0.2373197001
943	0.2372830843
944	0.2372262185
945	0.2371756544
946	0.2371305811
947	0.2370671097
948	0.2370353984
949	0.2369882465
950	0.2369548295
951	0.2369126037
952	0.2368845646
953	0.2368545054
954	0.2368158883
955	0.2367956406
956	0.2367441207
957	0.2366673062
958	0.2366466336
959	0.2365980307
960	0.2365683275
961	0.2365137207
962	0.2364495019
963	0.2364086052
964	0.2363408553
965	0.2363237803
966	0.2363021387
967	0.2362665427
968	0.2362388927
969	0.2361565972
970	0.2361038836
971	0.2360423075
972	0.236002757
973	0.2359495821
974	0.2358980147
975	0.2358605611
976	0.235796349
977	0.2357612819
978	0.2357223551
979	0.2357134855
980	0.235680258
981	0.2356476031
982	0.2356039334
983	0.2355706042
984	0.2355061276
985	0.2354805395
986	0.2354370735
987	0.235384773
988	0.2353533403
989	0.2353285323
990	0.2353168367
991	0.2352721872
992	0.235262211
993	0.2352345773
994	0.2351747663
995	0.2351567943
996	0.2351352466
997	0.2350673289
998	0.2350580333
999	0.2350013154
